Test,Id,Year_of_study,Gender,Secondary_school,finale srednja,Cources_mathematics,Cources_statistics,1. task-Maternity hospital,1. task-comment,1.task -comment-code,2. task-lotto,2. task-comment,2. task-comment-code,3. task-correlation,3.task-comment,3.task- comment-code,4. task-worker,4. task -comment,4.task-commnet-code,5. task-urn,5. task-comment,5.task-comment-code,6.task-lawyer_or_musician,6.task- comment,6. task -comment-code,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19-obrnuto,19,20,Komentar
C,195,first,m,g,gimnazija,0,no,a,U većem poroilištu zato što se rodi više beba.,2,v,Zato što ovo kombinacija nasumično odabranih brojeva obuhvata opseg od skoro svih brojva i parnih i neparnih.,1,b,Zato što ukupno žena ima više od muškaraca u obe grupe.,1,a,Zato što u kompaniji radi 70%  inženjera.,11,,,,,,,2,1,3,4,5,3,1,4,2,3,3,3,2,2,4,5,3,4,3,3,4,
C,196,first,m,g,gimnazija,0,no,b,"Jer je veca verovatnoca da se u manje, rode dva decaka vise, nego u vecem gde treba da se rodi 5 decaka vise.",12,g,Sve imaju sanse,11,v,Na ovo pitanje ne mogu dati odgvor. Vrlo je cudnovato,13,b,"S obzirom da pliva i redovno vezba vece su sanse da je zavrsio pravni faks i da je mentalno, fizicki zdrav, a ne da sedi 24h za monitorom",2,,,,,,,1,3,4,1,5,5,5,3,1,1,2,4,5,5,5,5,5,5,5,1,5,"Bilo mi je drago popuniti ovu anketu. Uzivao sam. Hvala vama, dobrim ljudima, koji sklapate ove prelepe ankete."
C,197,first,f,g,gimnazija,0,no,v,jer se na taj nacin izjednaci broj decaka i devojcica koji se rode u godini,1,g,"svaka komvinacija ima 7 brojeva, svi imaju jednake sanse",11,v,Nema podataka koji je procenat pola kako odgovorio,11,v,postoje dva izbora 50%,1,,,,,,,2,2,3,3,4,3,3,1,1,2,2,3,3,1,1,3,3,4,4,2,3,
C,198,first,f,g,gimnazija,0,no,a,,0,g,,10,b,,0,v,,0,,,,,,,1,3,3,2,3,4,5,2,3,2,2,3,2,1,3,4,5,4,3,3,4,Ovo je jako glupavo i nepotrebno
C,199,first,f,g,gimnazija,0,no,v,Ako je na godisnjem nivou jednako i ovako je podjednako,1,g,Svaki broj ima jednake da bude izvucen ,11,v,"Nije receno koliko zena, a koliko muskaraca cini tih 70% odnosno 40%",11,v,Postoje dve opcije 50%,1,,,,,,,4,3,4,5,5,3,5,5,5,5,5,5,3,4,4,5,5,5,5,1,5,
C,200,first,m,g,gimnazija,0,no,b,"Verovatnoca da beba bude muska je 50%, ali lakse je dostici 60% od ukupnog broja u manjem",12,v,"Ako ispadne neki broj neke desetice, smanjuje se verovatnoca da ispadne jos jedan broj te iste desetice. Pod v je najraznolikija kombinacija, stoga je to moj odgovor",1,v,"Da bismo ista zakljucili, uzimamo primer. Da su svi muskarci prve grupe (kojih je manje), ostalo bi oko 11 zena i prve grupe koje koriste. Iz druge 40% ne sadrzi celu podgrupu, te ne mozemo zakljuciti niti pretpostaviti ista iz datih podataka.",11,a,"Iz celine od 100% izabran je nasumican radnik, a 70% su inzenjeri it",11,,,,,,,1,3,4,5,5,3,3,1,5,2,4,5,5,3,5,5,5,2,1,5,5,"Treba verovati iskljucivo u svoje podatke, ali i promeniti ih ako postoji dobar razlog. Statistika nije bitna za svakodnevnicu, ali moze pomoci u donosenju odluka"
C,201,first,m,v,elektro,0,no,v,"Zato sto je pitanje vezano za procenat broja decaka, a ne brojcanu kolicinu decaka",1,g,Svih brojeva ima po 7 tako da su im sanse jednake,11,b,"u prvoj grupi se nalazi veci procenat zena, takodje je i veci procenat korisecna telefona, pa sam zakljucio da je to povezano jedno sa drugim",1,a,Procenat inzenjera je 70%  tako da su sanse da Milan bude inzenjer 70%,11,,,,,,,1,1,4,4,4,3,4,4,3,2,3,3,2,3,5,5,4,2,5,1,5,
C,202,first,m,g,gimnazija,0,no,b,,10,v,,0,b,Znam iz prakse žene vole više da tračare.,2,a,Zato što je 70% radnika sa diplomom informacionih tehnologija.,11,,,,,,,1,1,3,3,5,5,5,5,3,3,1,1,1,3,1,5,5,5,5,1,5,
C,203,first,m,g,gimnazija,0,no,b,Jer se na dnevnom nivou rodi manji broj beba.,13,g,Svi brojevi se mogu pojaviti u dobitnoj kombinaciji.,11,v,Nedovoljno podataka.,11,v,Zato što imam dve opcije.,1,,,,,,,1,2,5,3,4,5,5,4,3,2,4,4,5,3,5,5,5,5,5,1,5,
C,204,first,f,g,gimnazija,0,no,v,Uoba porodilišta je isti broj dana zato to koliko god da se rodi beba postoji mogućnost da je više od 60% dečaka.,1,v,Veće su šanse a izvučeni brojevi budu iz različitih desetica a ne iz jedne.,1,v,Korišćenje mobilnog telefona ne zavisi od pola već od osobe do osobe.,13,a,Zato što je više inženjera i veća je šansa da budu odabrani.,11,,,,,,,1,3,4,4,5,4,4,5,1,4,3,1,4,2,3,5,4,3,2,4,5,U srednjoj školi nismo učili statistiku.
C,205,first,m,g,gimnazija,0,no,v,"broj tih dana je podjednak u oba porodilišta, u slušaju da se više dečaka rađa u jednom od ova dva porodilišta, broje dečaka bi bio veći (odgovor pod a), odgovor manji (odgovor pod b).",1,g,"Šansa da se izvuče neka loptica je 1:39, a šanse da se izvuče bilo koj kombinacija je takođe jednaka.",11,b,Prva grupa u kojoj dominiraju žene procenat ljudi koji koriste telefon tokom vožnje je znatno veći nego u grupi gde su polovi skoro ravnomerno zastupljeni. Odatle sledi da žene češće koriste telefon tokom vožnje.,1,a,U kompanije je zaposlen veći broj radnika sa diplomom IT.,11,,,,,,,1,2,5,5,5,3,4,5,4,4,5,4,5,3,4,5,5,5,5,1,5,
C,206,first,m,g,gimnazija,0,no,v,Jednak broj dečaka i devojčica godišnje.,1,g,Šanse za svaku kombinaciju su 7/39,12,b,"70% od 30 je 21 što je približno broju žena u grupi, a 40% od 30 je 12 što je takođe približno broju žena u drugoj grupi.",1,a,"Više je inženjera od pravnika, slične su šanse da će inženjer i pravnik redovno vežbati, međutim, zbog višečasovnog sedenja, inženjer će verovatno vežbati radi održavanja zdravlja i jačine u leđima i kičmi.",12,,,,,,,2,2,4,3,2,4,4,2,3,3,3,4,2,2,3,2,3,4,4,2,3,
C,207,first,m,g,gimnazija,0,no,v,Zato što nemamo tačne podatke odnosno broj dečaka i devojčica koji se rode i zato je najoptštiji odgovor.,1,g,Zato što je to igra na sreću i samim tim bilo koji odgovor može biti dobitna kombinacija.,13,v,Ne može se zaključiti sa tačnošću  u odnosu zato što je u prvoj grupi  oko 66% čine žene dok su ostatak muškarci i 70% ispitanikamogu biti sve žene i par muškaraca ali može biti i da su se svi muškarci izjasnili da koriste telefon. Jer znamo samo procenat  po grupi a konkretan broj žena i muškaraca koji se izjasnio ne znamo.,11,a,,10,,,,,,,2,1,5,3,5,3,3,2,1,1,3,4,2,3,4,5,5,4,5,1,4,
C,208,first,f,g,gimnazija,0,no,b,Ako ima manje beba dnevno mislim da su u manjem veće šanse za odstupanje od proseka.,11,g,"Loptice su iste i ukoliko zamislite da nisu obložene brojevima, trebalo bi da budu iste šanse da bude izvučeno bilo kojih 7.",11,b,U grupi u kojoj je veći procenat žena je veći procenat koristio telefon.,1,a,Pošto je odnos 70% 30% veće su šanse da je proizvoljono izabran inženjer,11,,,,,,,2,2,5,5,5,5,3,5,3,5,3,1,5,5,5,5,5,4,5,1,5,Bilo je zabavno.
C,209,first,f,g,gimnazija,0,no,v,,0,g,Ne postoji grupa koja ima veću šansu da bude dopitna.,11,v,Ne može se izvesti zaključak ako u grupama nema podjednak broj muškaraca i žena.,12,v,"Šanse su 50%  jer postoji samo još jedna opcija, mi na osnovu fiz. Aktivnosti i ličnih osobina ne možemo zaključiti kojoj grupi priada pa su šanse jednake.",1,,,,,,,1,3,4,3,5,4,4,3,4,4,3,2,2,3,2,5,5,4,4,2,5,Zanimljivo
C,210,first,f,g,gimnazija,0,no,v,Zato što je mereno svakodnevno u oba porodilišta.,1,g,Podjednaka je mogućnost da bude izvučen bilo koji od 39 brojeva pa tako i kombinacija.,11,a,Dat je račun ali  nema veze sa zaključkom.,2,a,Zato što je više inženjera i veća je šansa da budu odabrani.,11,,,,,,,1,2,3,4,4,5,4,5,4,4,4,3,2,5,3,3,5,4,4,2,4,
C,211,first,f,g,gimnazija,0,no,v,Zato što je uvek mereno u obe bolnice,1,g,Zato što sve loptice imaju istu šansu i svaki broj je jedinstven.,11,b,Zato što u prvoj grupi ima više žena.,1,v,Zato što postoji 50% 50% šanse da se nešto izvuče.,1,,,,,,,3,1,3,3,5,5,3,3,3,3,3,3,3,5,5,5,5,3,4,2,5,
C,212,first,f,g,gimnazija,0,no,b,Pošto je manji broj dece  veće su šane  da ima mnogo više devojčica ili dečaka dok većem porodilištu ta stopa bi trebala da bude ujednačena.,12,g,"Sve cifre imaju podjednake šanse da se izvuku, zbog toga nijedna kombinacija nije verovatnija od druge.",11,b,U grupi sa više žena više je korisnika telefona.,1,v,Za Milana šanse su podjednake jer ima samo 2 opcije.,1,,,,,,,3,2,4,4,5,5,5,4,5,3,5,3,4,4,3,5,5,2,1,5,4,
C,213,first,m,g,gimnazija,0,no,v,Kratak račun.,1,g,Sve imaju iste šanse.,11,v,,10,a,,10,,,,,,,2,4,3,5,3,5,3,5,5,3,4,4,3,3,5,5,3,5,2,4,5,
C,214,first,m,v,elektro,0,no,v,Logično je.,1,g,,10,b,Veći je brpj žena u prvoj grupi i veći je procenat korišćenja.,1,a,Zbog većeg broja radnika veći je i procenat.,11,,,,,,,3,1,5,5,5,5,5,1,4,3,3,3,3,4,3,5,5,3,3,3,5,
C,215,first,m,g,gimnazija,0,no,v,,0,g,Ni jedna kombinacija nema veću ili manju šansu.,11,b,"Samo na osnovu prvog primera, zaključujemo da je 70% od 30 21. Neka je 10 muskaraca zena mora biti 11 a ovo je idelan slučaj kad svi muskarci koriste telefon.",1,a,Zbog samih učestalosti jednih i drugih radnika.,11,,,,,,,2,3,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,4,2,4,5,
C,216,first,m,g,gimnazija,0,no,v,Procenat je nezavisan u odnosu na broj beba.,1,g,Za sve kombinacije važi podjedanka verovatnoća.,11,b,"Prilikom smanjenja broja žena i povećanja broja muškaraca, smanjio se procenat ljudi koji pričaju na telefon dok voze.",1,a,"Na osnovu opisa ne može se zaključiti kolike su šanse da je on inženjera informacionih tehnologija, pa to zaključujem na osnovu procenta zaposlenih radnika u toj kompaniji.",11,,,,,,,2,3,3,4,5,4,3,3,3,1,2,2,3,2,3,5,5,4,5,1,5,
C,217,first,m,v,elektro,0,no,a,,0,g,,10,b,Žene koristio češće jer kad se u drugoj grupi povećao broj muškaraca i smanjio broj žena smanjio e procenat telefona.,1,a,,10,,,,,,,1,3,3,5,5,5,4,5,4,4,4,2,4,4,4,5,5,5,2,4,5,
C,218,first,m,g,gimnazija,0,no,v,Jer je broj rođenih beba u odnosu na pol približno jednak.,1,g,Jer se nasumišno izvlače loptice.,11,v,Može da se desi da su svih 70% ispitanika iz prve grupe žene.,11,a,Ima više inženjera pa su veće šanse  da inženjer bude izvučen.,11,,,,,,,1,3,5,4,5,3,4,4,3,4,4,4,5,5,4,5,5,5,4,2,5,
C,219,first,m,g,gimnazija,0,no,v,U većem porodilištu je rođeno više beba ali procenat se gleda od 45 beba u velikom i 15 beba u malom.,1,g,"Kada se kocaka za igru baca mnogo puta , posle velikog broja bacanja, verovatnoća da se dobije bilo koji broj je približno ista.",12,v,Ne može se odrediti jer se može desiti da su se svi muškarci u provoj grupi izjasnili da koriste telefon islično tako i u drugoj grupi.,11,a,Jer u kompaniji npr d 100 radnika 70 su inženjeri.,11,,,,,,,3,2,4,4,5,3,4,5,3,3,3,5,4,4,5,5,5,5,4,2,5,
C,220,first,f,g,gimnazija,0,no,v,To ne zavisi od broja beba jer se na kraju i u jednom i u drugom rodi skoro isti broj dječaka i devojčica.,1,g,Za svaku je šansa apsolutno ista.,11,b,Zato što u provoj grupi ima 2 puta ima više žena i za 30%  je veća upotreba mobilnog u odnosu na drugu grupu.,1,a,Od 100% radnika 70% su inženjeri tako da su mnogo veće šanse da je Milan inženjer.,11,,,,,,,3,3,4,4,5,5,5,4,4,4,4,4,5,5,4,5,5,4,3,3,5,Odličan anketa.
C,221,first,f,g,gimnazija,0,no,b,verovatnoća da se rodi češće više dečaka je u manjem porodilištu jer se radja manje dece pa je samim tim veća verovatnoća da će procentualno biti veća razlika.,12,g,,10,b,,0,a,Nasumično je virano ali je ipak zbog većeg broja inženjera veća šansa da je inženjer.,11,,,,,,,1,3,4,4,5,5,4,5,4,3,3,2,4,3,4,5,5,5,4,2,5,
C,222,first,f,v,elektro,0,no,v,Zato sto se godisnje rodi podjednakao decaka i devojcica. Da nije tako na godisnjem nivou bi bilo vise devojcica odnosno decaka,1,g,Verovatnoca da se izvuce svaki broj je podjednaka bez obzira na kombinaciju,11,v,Ne moze se izvesti zakljucar jer ne znamo sta je ko rekao tj tacne podatke prema polu,11,a,Vise radnika je tog studijskog profile,11,,,,,,,4,3,2,5,5,5,3,5,4,2,3,4,5,5,4,5,4,2,3,3,5,
C,223,first,m,v,elektro,0,no,b,Iz razloga zato sto u vecem porodilistu se rodi vise beba dnevno. Za vece porodiliste treba manje dana. Nego manjem,13,g,"Zato sto koju god kombinaciju odaberemo, postoji jedna druga koja se razlikuje u jednom broju ima potpuno iste sanse",11,v,"IZ razloga zato sto nisu dati podaci o procentu koriscenja u okviru jedne grupe po polu. Npr iz prve grupe moze da se desi da su to vecinski muskarci i obrnuto, sto vazi i za drugu grupu.",11,v,"Iz razloga zato sto jedan covek ili moze, ili ne moze da bude inzenjer IT 50-50",1,,,,,,,1,2,5,4,5,5,4,4,2,2,5,2,5,2,1,5,3,4,1,5,4,
C,224,first,m,g,gimnazija,0,no,b,Imam 33.3%  da pogodim odgovor,13,g,"Iako imam drugove koji znaju verovatnocu ponavljanja nekih brojeva vise od drugih, meni je to neshvatljivo",13,b,Zene su losiji vozaci od muskaraca,2,v,Nemamo nijedan podatak koji nam ukazuje na njegovu diplomu. Znamo samo odnos u celokupnoj firmi,1,,,,,,,1,3,3,4,5,5,2,5,2,3,1,1,3,3,4,5,5,1,1,5,5,
C,225,first,m,g,gimnazija,0,no,v,Nezavisno od kolicina rodjene dece i u jednom i u drugom prosek na godisnjem nivou je jednak,1,g,Imaju iste sanse jer svaka kombinacija ima jednako brojeva,11,v,"Jer u prvoj grupi odgovore da korsite telefon su morali dati i muskarci i zene, dok to nije slucaj u drugoj grupi gde su potvrdni odgovori mogli dati samo odredjeni muskarci ili zene",12,a,Ne znam kako adekvatno da objasnim odgovor. Jednostavno nekim prirodnim zakljuckom,11,,,,,,,1,4,4,4,3,4,4,5,4,3,3,2,4,3,4,5,5,4,2,4,5,
C,226,first,m,v,elektro,0,no,v,,0,g,,10,v,,10,v,,0,,,,,,,2,3,3,3,5,4,3,4,3,4,3,2,3,3,3,4,3,3,3,3,4,
C,227,first,f,g,gimnazija,0,no,v,Zato sto se podjednako rodi i decaka i devojcica,1,v,Smatram da su male sanse da izadje 7 brojeva za redom,1,b,,0,v,,0,,,,,,,1,3,3,4,5,5,3,4,3,3,3,2,4,3,3,5,5,5,3,3,5,
C,228,first,m,v,elektro,0,no,b,,10,v,,0,b,,0,a,,10,,,,,,,1,4,3,3,5,5,3,5,3,5,1,1,4,4,5,5,5,3,5,1,5,
C,229,first,m,g,gimnazija,0,no,,,99,g,"Ne zove se tek onako ""igra na srecu""",13,v,"Ja ne znam, ako vi znate onda svaka cast",2,a,Jer ima vise raadnika sa diplomom inzenjera it,11,,,,,,,1,2,5,3,4,4,5,4,4,4,4,3,4,3,3,5,3,2,3,3,5,
C,230,first,f,g,gimnazija,0,no,v,Zasto? Logika. Obe bolnice rade isti broj dana,1,g,"Loto kao ""random"" igra koja je bazirana na srecu u osnovi svaka kombinacija ima podjednake sanse da bude dobitna",11,v,"Kao feminista smatram da ankete koje istrazuju razlike u polovima nemaju svrhe niti pouzdane rezultate i da je bolje ispitati osobe na primjer na osnovu godina, mesta prebivaliste itd…",13,v,Zasto? Logika!,3,,,,,,,1,3,5,5,5,3,2,3,4,3,3,2,3,4,3,5,2,1,4,2,5,"Anketa je zanimljiva, ali mogla je biti bolje organizovana i uradjena i smatram da bi bilo bolje da je u online formatu. U osnovi lepo provedenih 5 minuta mog zivota."
C,231,first,m,g,gimnazija,0,no,a,,2,g,Nije bitno koji brojevi cine kombinaciju izvlaci se nasumicno,11,b,,0,v,Radnik moze biti inzenjer it ili pravnik,1,,,,,,,3,3,5,4,5,5,2,4,2,2,3,3,3,1,4,5,5,3,3,3,5,
C,232,first,m,g,gimnazija,0,no,b,"Manje dece, vece sanse da je veci broj decaka",12,v,"Jer imaju najmanje smisla, nisu po nekom redosledu",1,v,Ne znam ko je rekao da koriste a ko da ne koristi,11,v,Zuvek je 50% jer mozda jeste a mozda nije,1,,,,,,,1,3,4,4,5,4,1,5,1,3,1,1,5,1,5,5,5,5,3,3,5,
C,233,first,m,g,gimnazija,0,no,v,"Mozda ovo i nije moj konacan odgovor. To ne zavisi od broja beba koji se dnevno radi vec od genetike, da li ce dete biti muskog ili zenskog pola. Tako da ne mogu da dam odgovor na ovo pitanje",3,g,"Gledano sa strane kombinatorike sve imaju iste sanse, ali ima tu da se prica dosta i o sreci",11,v,Slicna stvar kao u prvom pitanju. Nije dato dovoljno parametara,11,,Ja sam vrlo objektivna osoba tako da nemam odgovor na ovo pitanje,99,,,,,,,3,1,5,5,5,4,3,4,4,2,4,3,1,4,3,5,4,2,2,4,5,
C,234,first,m,v,elektro,0,no,b,"Ako se rodi samo jedna beba sanse da je musko su 50%, ako broj beba raste a procenat tezi prema 1:1 manju su sanse da ima vise muskuh beba na kraju dana",13,g,"Nije bitna kombinacija, sve su iste sanse iste",11,,,99,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,235,first,m,v,elektro,0,no,v,,0,g,Loto je namesten ,13,v,,10,v,,0,,,,,,,2,3,4,5,5,4,4,5,4,4,4,4,3,4,2,5,4,3,3,3,4,Potrebno je cesce obavljati ovakve ankete
C,236,first,f,v,elektro,0,no,a,,0,g,Sanse su generalno male tako da je svejedno koja je kombinacija,11,v,Diskriminacija,13,v,To cuci u svakom ispravnom mozgu,3,,,,,,,1,2,3,3,5,5,3,5,3,4,2,1,3,2,2,4,3,3,2,4,4,
C,237,first,m,g,gimnazija,0,no,v,"Procenat rodjenih decaka ne zavisi od velicine porodilista, pa bi i broj dana trebao biti priblizno jednak",1,g,Svaki broj ima podjednake sanse da bude izvucen,11,v,,10,b,,0,,,,,,,2,3,5,4,4,4,3,4,3,4,3,3,3,3,3,4,2,2,3,3,4,
C,238,first,f,g,gimnazija,0,no,b,,10,g,,10,v,,10,v,Nema veze sto jednih ima vise sansa je 50%,1,,,,,,,3,3,4,3,5,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,
C,239,first,m,g,gimnazija,0,no,b,u manjem zato sto vece ce da pokrije drugim danima za ovo manje da bi odnos bio 1:1,12,g,Pa znamo da postoji tacan broj kombinacija i zato sve imaju jednake sanse,11,v,"ne mozemo znati ko koristi mobilni tokom voznje, mi znamo iz izlozenog da su zene iskrenije",13,v,Zato sto imamo 2 tipa obrazovanja sanse su 50/50,1,,,,,,,2,3,4,4,5,4,4,5,5,5,5,3,5,4,4,5,4,4,3,3,5,
C,240,first,m,g,gimnazija,0,no,b,"Zato sto se dijeli sa manjim brojem, jedan djecak vise ce napraviti vecu razliku nego na veliki broj",12,g,,10,v,,10,a,,10,,,,,,,1,1,5,3,5,5,4,4,4,4,3,3,2,4,4,5,5,4,4,2,5,
C,241,first,m,v,elektro,0,no,v,,0,g,U sva tri ponudjena odgovora nalazi se isti broj clanova. Nije vazno koji su to clanovi,11,v,"Nista se ne moze zakljuciti jer upotreba telefona ne zavisi od pola, vec od coveka do coveka",13,a,,10,,,,,,,1,2,4,4,5,5,2,3,5,2,3,2,1,2,3,5,5,3,2,4,5,
C,242,first,f,g,gimnazija,0,no,v,Ne znam,0,g,Ista je verovatnoca za sve kombinacije,11,b,"Ako se izjasnimo 70% vise su zene, onda je vise zena u prvoj",1,a,Zato sto je 70% radnika inzenjera it,11,,,,,,,1,2,4,2,5,4,4,3,2,2,2,2,3,3,4,5,5,5,4,2,5,
C,243,first,f,g,gimnazija,0,no,v,Zato sto se na godisnjem nivou rodi isti broj decaka i devojcica.,1,g,Sve kombinacije imaju iste sanse jer se brojevi izvlace posle napisanih kombinacije.,11,v,"Ne moze se utvrditi na osnovu pola, jer u prvoj grupi ima vise zena. I tu moze 70% zena koristiti tel, a u drugoj vise muskarci mogu koristiti ",11,v,"Ne zna se koja je kompanija, moze biti da se radi o kompaniji koja nema nikakvu povazanosti sa njihovom strukom",3,,,,,,,2,1,1,5,5,5,1,5,3,5,4,3,5,5,4,5,5,5,5,1,5,
C,244,first,m,v,elektro,0,no,a,Jer je rodjeno vise decaka,2,g,Ako izvlacimo 7 brojeva od 39 sve kombinacije imaju iste sanse,11,v,,10,v,Imamo dve vrste diploma. Ako biramo jednog covek apostoji mogucnost da je on inzenjer it ili pravnik,1,,,,,,,1,3,2,5,3,4,4,4,3,3,3,3,4,4,4,5,5,4,2,4,5,
C,245,first,m,v,elektro,0,no,v,,0,g,Bilo koja da je kombinacija kompjuter random bira brojeve,11,v,Mislim da otprilike isto i muskarci i zena koriste telefon pri voznji,13,v,Zavisi o kojoj je kompaniji rec.,3,,,,,,,1,3,3,4,5,4,3,5,3,3,3,1,4,3,4,5,5,3,5,1,5,
C,246,first,m,v,elektro,0,no,b,"U manjem porodilistu se u proseku rodi oko 9 decaka, pa je potreban veci broj dana da sustigne vece porodiliste",12,g,"Ako od 39 brojeva biramo 7, sanse ce biti iste za bilo koju kombinaciju",11,v,"Od ukupno 33 ljudi koji koriste telefon, moguce je da su vecina muskarci, a ostalo zene, da su ravnomerno rasporedjenji, ali nije moguce uvrstiti samo pripadnike jednog pola",11,v,Nista od navedenih karakteristika ne moze mladog milana da uvrsti u jednu ili drugu grupu,2,,,,,,,4,2,5,5,5,4,4,5,5,4,3,3,2,5,4,5,3,1,5,1,5,
C,247,first,m,v,elektro,0,no,b,S obzirom da je manje prodiliste vece su sanse da ima vise decaka u toku jednog dana,12,v,"Vece su sanse da ce biti izvuceni neki nasumicni brojevi u vecem rasponu, nego u nekom konkretnom nizu. To je prakticno, u teoriji mislim da svi imaju iste sanse.",1,b,"Po statisticei zene vise koriste telefon, ali je to u praksi verovatno drugacije jer muskarci slabije priznaju svoje greske",2,a,"S obzirom da ima vise inzenjera, vece su sanse da ce i pri slucajnom izboru biti izabran inzenjer",11,,,,,,,1,2,3,2,5,4,3,3,3,3,2,2,4,3,4,5,5,2,2,4,5,
C,248,first,m,g,gimnazija,0,no,v,Zato sto oba porodilista imaju sansu da imaju 60% vise decaka,1,g,Svaka loptica ima jednake sanse da bude izvucena,11,b,"Zato sto kada saberemo broj muskaraca i zena iz obe grupe koji su koristili telefon dobijamo da je bilo 34 zene naspram 26 muskaraca, tu ima vise zena",1,a,Zato sto inzenjera ima vise,11,,,,,,,1,1,5,3,4,3,4,4,3,1,1,2,3,1,2,3,4,5,3,3,5,
C,249,first,m,v,elektro,0,no,a,,0,v,,0,b,,0,a,,10,,,,,,,1,1,3,5,5,5,4,5,5,3,3,1,3,1,1,3,4,3,4,2,5,
C,250,first,m,v,elektro,0,no,b,Zato da bi na godisnjem nivou bio isti broj rodjenih beba mora biti vise takvih dana u manjem porodilištu,12,g,Iste su sanse za sve brojeve,11,a,,0,a,Veca je verovatnoca da ce ga izabrati jer ih ima vise sa diplomom,11,,,,,,,1,2,3,4,2,4,3,2,1,4,2,2,4,3,2,5,4,3,2,4,5,
C,251,first,m,g,gimnazija,0,no,b,,10,v,U principu sve imaju istu sansu ali licno mislim da postoje odredjene kombinacije brojeva koje imaju vece sanse za dobitak (izgledaju mi lepse),3,v,,10,a,,10,,,,,,,2,3,4,5,5,3,3,4,3,3,3,3,4,4,3,5,2,2,3,3,5,
C,252,first,m,g,gimnazija,0,no,b,Zato sto manje porodiliste ima manje beba a samim timse lakse predje 60% decaka,12,v,Zato sto mislim da su manje sanse da se desi ovakav niz,1,b,Tamo gde je vise zena u grupi veci je procenat korisnika telefona tokom voznje,1,a,Pravnici nisu ambiciozni,12,,,,,,,1,1,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,1,5,1,5,
C,253,first,m,g,gimnazija,0,no,b,Veće su šanse da se rodi 8 dečaka nego 23.,12,v,Veća verovatnoća zbog različitih brojeva.,1,b,Više koriste žene zato što zove muž da kaže šta treba da se donese u kuću.,2,v,,0,,,,,,,1,1,1,5,1,1,3,4,4,4,3,4,2,1,1,5,5,4,5,1,5,
C,254,first,m,v,elektro,0,no,v,Statistika ne zavisi od veličine uzorka.,3,g,Svaki broj je nasumičan pa je isvaka kombinacija podjednako nasumična.,11,b,Procenat žena je veći u prvoj od druge grupe kao i procenat korišćenja telefona što može da ukaže da žene više koristi telefon tokom vožnje.,1,a,,10,,,,,,,2,3,5,4,5,5,3,5,5,3,5,3,3,5,5,5,4,2,3,3,5,
C,255,first,m,g,gimnazija,0,no,v,Bez obzira na broj rođenih beba odnos muških i ženskih je približno jednak što implicira da je i broj dana kada je rođeno više od 60% muških beba približno jednak ali ne znači da su dani isti.,1,a,Jer je najmanje kombinacija.,3,a,,0,a,,10,,,,,,,1,3,3,5,4,4,4,5,3,4,4,3,2,2,4,5,5,3,3,3,5,
C,256,first,m,g,gimnazija,0,no,b,intuicija,13,g,,10,b,,0,a,,10,,,,,,,1,3,5,4,5,5,5,5,5,4,4,1,4,2,4,5,5,4,3,3,5,
C,257,first,f,g,gimnazija,0,no,v,Zašto bi veličina porodilšta uticala na procenat.,1,g,"Istri broj različitih brojeva, ne može verovatnoća biti manja ili veća.",11,v,"Može se desiti da je većina žena izabrala ali ali je to statistički prikazano samo na nivou cele grupe, dakle nije predikatno.",11,a,,10,,,,,,,1,1,5,4,4,1,2,4,2,4,1,2,4,1,3,4,4,3,4,2,5,
C,258,first,f,v,elektro,0,no,a,Zato  što veličina porodilišta ne utiče na procenat.,2,g,Isti broj kuglica sve različite verovatnoća da će izaći jedna kombinacija je ista za svaku.,11,v,Ne precizan broj korisnika.,12,a,Šanse su 70% zato što ima traženu diplomu.,11,,,,,,,1,3,3,4,4,5,4,4,3,3,3,1,4,3,3,5,5,5,5,1,5,
C,259,first,f,g,gimnazija,0,no,b,Na manjem uzorku je lakše dobiti viši procenat.,12,g,,10,b,,0,a,,10,,,,,,,3,2,3,3,5,5,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,
C,260,first,f,g,gimnazija,0,no,v,Zato što gledajući po statistici može biti podjednak broj.,1,v,,0,v,"Zato što ne znamo tačno koliko se žena izjasnolo da koristi, a koliko muškaraca.",11,v,,0,,,,,,,3,2,4,4,5,4,2,5,2,4,3,3,3,4,3,5,5,3,2,4,5,
C,261,first,f,v,elektro,0,no,v,Jer su iste šanse i u jednom i u drugom porodilištu.,1,g,To je igra na sreću i sve je moguće.,13,b,Zato što se u prvoj grupi izjasnilo više žena.,1,v,"Jer se svakako ili može ili ne može odabrati, za svakoga su šanse iste.",1,,,,,,,1,3,3,5,5,3,4,4,3,3,3,3,4,3,2,3,5,5,3,3,5,
C,262,first,m,v,elektro,0,no,v,,0,g,,10,b,,0,v,,0,,,,,,,4,2,5,3,4,5,4,3,3,4,2,2,4,4,4,4,5,3,2,4,5,
